Tool,VM,size,GPU,PKG,seconds
pinpoint, bun, 4096, 205.07, 7.67, 23.17809374
pinpoint, bun, 4096, 205.44, 7.35, 23.11763080
pinpoint, bun, 4096, 197.14, 7.22, 22.67026021
pinpoint, bun, 4096, 199.72, 7.91, 23.00550445
pinpoint, bun, 4096, 200.47, 7.44, 22.96617618
pinpoint, bun, 4096, 201.52, 7.32, 22.93816675
pinpoint, bun, 4096, 197.66, 7.28, 22.94311369
pinpoint, bun, 4096, 208.01, 7.44, 23.33968761
pinpoint, bun, 4096, 200.97, 7.48, 22.92378167
pinpoint, bun, 4096, 202.32, 7.34, 22.92830375
pinpoint, bun, 4096, 202.92, 7.46, 23.10849431
pinpoint, deno, 1024, 178.57, 4.99, 17.63213530
pinpoint, deno, 1024, 173.56, 3.39, 15.81452995
pinpoint, deno, 1024, 148.07, 4.11, 16.72517979
pinpoint, deno, 1024, 150.3, 5.05, 17.75825298
pinpoint, deno, 1024, 144.55, 4.23, 16.79928840
pinpoint, deno, 1024, 145.03, 4, 16.88884457
pinpoint, deno, 1024, 146.32, 4.17, 16.70615311
pinpoint, deno, 1024, 146.49, 4.29, 17.08076569
pinpoint, deno, 1024, 143.22, 3.93, 16.52569645
pinpoint, deno, 1024, 147.53, 4.19, 17.01374769
pinpoint, deno, 1024, 150.57, 4.21, 16.88859657
pinpoint, deno, 1024, 143.99, 4.22, 16.68201651
pinpoint, deno, 1024, 144.56, 4.1, 16.74451918
pinpoint, deno, 1024, 147.3, 4.34, 16.78817828
pinpoint, deno, 1024, 147.45, 3.77, 16.75788458
pinpoint, deno, 2048, 212.48, -0.579999999999998, 15.23540139
pinpoint, deno, 2048, 148.22, 0.41, 17.13617247
pinpoint, deno, 2048, 152.7, 1.18, 17.74175525
pinpoint, deno, 2048, 158.75, 3.5, 17.76008947
pinpoint, deno, 2048, 151.83, 1.12, 17.61387881
pinpoint, deno, 2048, 149.63, 0.98, 17.25351653
pinpoint, deno, 2048, 173.12, 5.28, 19.51422739
pinpoint, deno, 2048, 161.83, 4.36, 18.98330957
pinpoint, deno, 2048, 144.14, 1.16, 16.71386259
pinpoint, deno, 2048, 160.57, 1.16, 18.54335211
pinpoint, deno, 2048, 145.11, 0.210000000000001, 16.42572657
pinpoint, deno, 2048, 157.71, 4.7, 18.53527168
pinpoint, deno, 2048, 137.27, 0.289999999999999, 15.93722051
pinpoint, deno, 2048, 162.09, 4.54, 18.71813156
pinpoint, deno, 2048, 142.76, 0.400000000000002, 16.63881596
pinpoint, deno, 4096, 199.81, -2.6, 13.31838126
pinpoint, deno, 4096, 134.21, -1.71, 15.69661364
pinpoint, deno, 4096, 132.46, -2.73, 15.19674198
pinpoint, deno, 4096, 129.65, -2.63, 14.99645935
pinpoint, deno, 4096, 137.28, -1.8, 15.63850973
pinpoint, deno, 4096, 130.75, -2.63, 15.03758666
pinpoint, deno, 4096, 138.21, -1.88, 15.54930719
pinpoint, deno, 4096, 134.68, -1.82, 15.63755525
pinpoint, deno, 4096, 126.75, -2.82, 14.64807349
pinpoint, deno, 4096, 137.47, -1.71, 15.50872634
pinpoint, deno, 4096, 128.21, -2.73, 14.83093728
pinpoint, deno, 4096, 129.49, -2.79, 14.63839882
pinpoint, deno, 4096, 132.93, -1.84, 15.24882169
pinpoint, deno, 4096, 130.52, -2.7, 15.18836257
pinpoint, deno, 4096, 136.44, -1.93, 15.62826462
