Tool,VM,size,GPU,PKG,seconds
pinpoint, deno, 2048, 0, 344.34, 14.08261893
pinpoint, deno, 2048, 14.07, 397.09, 15.34867822
pinpoint, deno, 2048, 39.13, 431.09, 16.02537613
pinpoint, deno, 2048, 0, 427.05, 14.20081400
pinpoint, deno, 2048, 21.51, 386.76, 14.98285185
pinpoint, deno, 2048, 0, 278.34, 13.22632798
pinpoint, deno, 4096, 0, 105.34, 14.68570736
pinpoint, deno, 4096, 0, 114.35, 14.68181560
pinpoint, deno, 4096, 0, 66.1999999999999, 14.36038774
pinpoint, deno, 4096, 0, 100.48, 14.75104638
pinpoint, deno, 4096, 0, 98.0899999999999, 14.53552311
pinpoint, deno, 4096, 0, 84.5699999999999, 14.55315204
pinpoint, deno, 4096, 0, 86.67, 14.50097483
pinpoint, deno, 4096, 0, 68.8399999999999, 14.38349092
pinpoint, deno, 4096, 0, 122.87, 14.64392725
pinpoint, deno, 4096, 0, 63.26, 14.23020120
pinpoint, deno, 4096, 3.19, 63.0699999999999, 14.26805900
pinpoint, deno, 4096, 11, 154.78, 14.48635581
pinpoint, deno, 4096, 8.92000000000002, 104.21, 14.50423545
pinpoint, deno, 4096, 7.36000000000001, 108.63, 14.43453202
pinpoint, deno, 4096, 3.86000000000001, 146.2, 14.43862146
