Tool,VM,size,GPU,PKG,seconds
pinpoint, node, 1024, 3.97, 377.59, 10.82914263
pinpoint, node, 1024, 1.07999999999998, 369.38, 10.72613317
pinpoint, node, 1024, 3.97999999999999, 388.04, 10.76668273
pinpoint, node, 1024, 55.67, 509.99, 11.07586222
pinpoint, node, 1024, 20.61, 463.04, 11.09759280
pinpoint, node, 1024, 4.38999999999999, 404.7, 10.79609555
pinpoint, node, 1024, 4.91, 390.74, 10.81834413
pinpoint, node, 1024, 2.42999999999998, 364.72, 10.66799702
pinpoint, node, 1024, 4.79999999999998, 378.98, 10.83671701
pinpoint, node, 1024, 4.89999999999998, 402.93, 10.88195151
pinpoint, node, 1024, 6.04999999999998, 407.83, 10.89475711
pinpoint, node, 1024, 3.01999999999998, 403.74, 10.72336488
pinpoint, node, 1024, 5.56999999999999, 424.28, 10.85522132
pinpoint, node, 1024, 3.28, 399.97, 10.77267356
pinpoint, node, 1024, 2.60999999999999, 390.99, 10.79879715
pinpoint, node, 2048, 6.28000000000003, 623.31, 17.49444568
pinpoint, node, 2048, 7.42000000000002, 611.71, 17.49067614
pinpoint, node, 2048, 10.87, 783.1, 17.71254140
pinpoint, node, 2048, 6.73000000000002, 780.29, 17.57596514
pinpoint, node, 2048, 4.03000000000003, 732.52, 17.43926311
pinpoint, node, 2048, 4.47000000000003, 680.54, 17.45089778
pinpoint, node, 2048, 8.34000000000003, 684.09, 17.57085426
pinpoint, node, 2048, 8.16000000000003, 680.79, 17.56824034
pinpoint, node, 2048, 4.09000000000003, 634.58, 17.49181201
pinpoint, node, 2048, 2.54000000000002, 637.46, 17.57322241
pinpoint, node, 2048, 1.31, 607.71, 17.37981096
pinpoint, node, 2048, 4.04000000000002, 629.06, 17.61813969
pinpoint, node, 2048, 1.80000000000001, 622.42, 17.43054842
pinpoint, node, 2048, 1.98000000000002, 634.14, 17.45877088
pinpoint, node, 2048, 3.18000000000001, 639.16, 17.52725542
pinpoint, node, 4096, 87.29, 1880.92, 33.49636368
pinpoint, node, 4096, 68.3199999999999, 1829.56, 32.62539852
pinpoint, node, 4096, 99.39, 1894.73, 33.92245432
pinpoint, node, 4096, 72.5799999999999, 1802.04, 32.80118156
pinpoint, node, 4096, 69.9299999999999, 1820.39, 32.73773347
pinpoint, node, 4096, 71.13, 1809.77, 32.83426137
pinpoint, node, 4096, 74.92, 1819.58, 32.93052757
pinpoint, node, 4096, 95.0899999999999, 1912.8, 33.64890875
pinpoint, node, 4096, 75.3299999999999, 1855.81, 32.90168203
pinpoint, node, 4096, 38.26, 1656.35, 32.50573016
pinpoint, node, 4096, 5.50999999999999, 1494.15, 33.04330159
pinpoint, node, 4096, 0, 1430.2, 31.98256173
pinpoint, node, 4096, 2.14999999999998, 1495.87, 32.86586761
pinpoint, node, 4096, 0, 1406.64, 32.12305378
pinpoint, node, 4096, 9.1099999999999, 1492.69, 32.80545211
pinpoint, bun, 1024, 3.04000000000001, 202.06, 5.31249541
pinpoint, bun, 1024, 1.23, 198.92, 5.23544550
pinpoint, bun, 1024, 1.3, 194.53, 5.23551644
pinpoint, bun, 1024, 2.76000000000001, 200.01, 5.26852437
pinpoint, bun, 1024, 1.7, 208.42, 5.26671355
pinpoint, bun, 1024, 3.88, 208.85, 5.32988078
pinpoint, bun, 1024, 0, 183.11, 5.07115697
pinpoint, bun, 1024, 0, 186.75, 5.11975057
pinpoint, bun, 1024, 3.13, 196.91, 5.26459631
pinpoint, bun, 1024, 0, 193.36, 5.14556454
pinpoint, bun, 1024, 2.97, 195.68, 5.27941499
pinpoint, bun, 1024, 1.37, 185.82, 5.20068269
pinpoint, bun, 1024, 2.09, 202.99, 5.23596955
pinpoint, bun, 1024, 0.799999999999997, 197.32, 5.17798591
pinpoint, bun, 1024, 0.560000000000002, 193.98, 5.19821936
pinpoint, bun, 2048, 1.69, 260.19, 7.83055697
pinpoint, bun, 2048, 5.91999999999999, 267.96, 8.08045848
pinpoint, bun, 2048, 0, 258.64, 7.71668175
pinpoint, bun, 2048, 5.53, 268.42, 8.03376765
pinpoint, bun, 2048, 2.80000000000001, 273.46, 7.88187729
pinpoint, bun, 2048, 3.63, 277.92, 7.95729191
pinpoint, bun, 2048, 6.72, 276.77, 8.01037769
pinpoint, bun, 2048, 2.84999999999999, 266.07, 7.93954209
pinpoint, bun, 2048, 0.360000000000014, 259.4, 7.76843385
pinpoint, bun, 2048, 0.210000000000008, 265.83, 7.73417904
pinpoint, bun, 2048, 2.13999999999999, 264.48, 7.87928383
pinpoint, bun, 2048, 1.06, 265.68, 7.82381674
pinpoint, bun, 2048, 0.569999999999993, 274.92, 7.84744323
pinpoint, bun, 2048, 3.00999999999999, 275.6, 7.86901857
pinpoint, bun, 2048, 4.75, 271.1, 7.97961038
pinpoint, bun, 4096, 0.879999999999995, 271.58, 13.94104839
pinpoint, bun, 4096, 0, 291.01, 13.64620064
pinpoint, bun, 4096, 0, 269.08, 13.50205367
pinpoint, bun, 4096, 1.90999999999997, 289.58, 14.06597311
pinpoint, bun, 4096, 1.39999999999998, 282.67, 14.05611032
pinpoint, bun, 4096, 0, 275.85, 13.90553814
pinpoint, bun, 4096, 0, 272.35, 13.64262292
pinpoint, bun, 4096, 0, 289.58, 13.85525593
pinpoint, bun, 4096, 0, 285.52, 13.64025252
pinpoint, bun, 4096, 0, 282.01, 13.84363155
pinpoint, bun, 4096, 0, 279.87, 13.73432589
pinpoint, bun, 4096, 0, 281.52, 13.98108036
pinpoint, bun, 4096, 7.88, 361.44, 14.02364710
pinpoint, bun, 4096, 9.51999999999998, 362.79, 14.17323653
pinpoint, bun, 4096, 7.93000000000001, 365.39, 14.13167403
pinpoint, deno, 1024, 3.25, 279.91, 7.17107243
pinpoint, deno, 1024, 2.83000000000001, 269.56, 7.11415090
pinpoint, deno, 1024, 4.75999999999999, 266.57, 7.21457583
pinpoint, deno, 1024, 1.47, 268.46, 7.08345750
pinpoint, deno, 1024, 2.30000000000001, 272.89, 7.12352493
pinpoint, deno, 1024, 0.879999999999995, 262.4, 7.09363817
pinpoint, deno, 1024, 0.550000000000011, 264.58, 7.09536702
pinpoint, deno, 1024, 1.83000000000001, 269.02, 7.14218198
pinpoint, deno, 1024, 1.58000000000001, 275.8, 7.11540601
pinpoint, deno, 1024, 4.37, 279.36, 7.20908837
pinpoint, deno, 1024, 2.46000000000001, 259.15, 7.14621621
pinpoint, deno, 1024, 2.93000000000001, 266.44, 7.11776597
pinpoint, deno, 1024, 23.67, 294.17, 7.21704896
pinpoint, deno, 1024, 37.51, 303.58, 7.20201693
pinpoint, deno, 1024, 22.29, 295.35, 7.20195578
pinpoint, deno, 2048, 0, 598.52, 15.22540158
pinpoint, deno, 2048, 4.54999999999995, 617.52, 17.20305561
pinpoint, deno, 2048, 8.25999999999999, 708, 17.38984923
pinpoint, deno, 2048, 44.45, 774.08, 19.01177218
pinpoint, deno, 2048, 6.07999999999998, 661.62, 17.22019358
pinpoint, deno, 2048, 35.6799999999999, 712.41, 18.66175828
pinpoint, deno, 2048, 0, 637.02, 15.34287940
pinpoint, deno, 2048, 0, 635.45, 16.40958964
pinpoint, deno, 2048, 0, 565.41, 15.87203056
pinpoint, deno, 2048, 18.84, 717.6, 17.81828290
pinpoint, deno, 2048, 0, 671.91, 16.57899555
pinpoint, deno, 2048, 33.73, 711.8, 18.54857875
pinpoint, deno, 2048, 0, 679.41, 16.75169277
pinpoint, deno, 2048, 0, 585.42, 15.83669357
pinpoint, deno, 2048, 21.3699999999999, 716.82, 18.08456924
pinpoint, deno, 4096, 3.31999999999999, 568.42, 15.26375227
pinpoint, deno, 4096, 0, 549.68, 14.74922016
pinpoint, deno, 4096, 0, 561.78, 14.96187402
pinpoint, deno, 4096, 8.10999999999996, 575.79, 15.32379972
pinpoint, deno, 4096, 0, 580.93, 14.72397873
pinpoint, deno, 4096, 15.89, 576.66, 15.75662274
pinpoint, deno, 4096, 11.03, 568.38, 15.41400205
pinpoint, deno, 4096, 0, 520.73, 13.86823149
pinpoint, deno, 4096, 0, 538.75, 14.57349693
pinpoint, deno, 4096, 12.88, 566.9, 15.61867907
pinpoint, deno, 4096, 1.95999999999998, 568.48, 15.10242864
pinpoint, deno, 4096, 4.88, 570.32, 15.35001124
pinpoint, deno, 4096, 0, 546.48, 14.91903632
pinpoint, deno, 4096, 14.32, 579.95, 15.61916583
pinpoint, deno, 4096, 0.96999999999997, 566, 15.00145812
