Tool,VM,size,GPU,PKG,seconds
pinpoint, node, 1024, 73.33, 306.2, 10.98532520
pinpoint, node, 1024, 32.69, 303.65, 10.86835198
pinpoint, node, 1024, 2.52000000000001, 277.55, 10.98406861
pinpoint, node, 1024, 8.16, 291.69, 10.91909724
pinpoint, node, 1024, 2.65000000000001, 287.58, 11.09076345
pinpoint, node, 1024, 0, 240.61, 10.78173391
pinpoint, node, 1024, 0, 243.46, 10.85565115
pinpoint, node, 1024, 0, 258.54, 10.72063658
pinpoint, node, 1024, 0, 298.08, 10.95516125
pinpoint, node, 1024, 1.36000000000001, 242.62, 10.98014883
pinpoint, node, 1024, 0, 269.65, 10.95875072
pinpoint, node, 1024, 0, 262.31, 10.85160928
pinpoint, node, 1024, 0, 235.26, 10.90165877
pinpoint, node, 1024, 1.60000000000002, 296.8, 11.06162255
pinpoint, node, 1024, 2.08000000000001, 234.46, 11.05159088
pinpoint, node, 2048, 0, 432.38, 17.07263788
pinpoint, node, 2048, 0, 436.61, 17.07263798
pinpoint, node, 2048, 0, 456.21, 16.99909152
pinpoint, node, 2048, 0, 457.47, 17.06342416
pinpoint, node, 2048, 0, 429.05, 17.07193348
pinpoint, node, 2048, 0, 412.8, 16.85455168
pinpoint, node, 2048, 0, 438.48, 17.00028604
pinpoint, node, 2048, 0, 495.36, 17.08054454
pinpoint, node, 2048, 0, 463.3, 17.18141294
pinpoint, node, 2048, 0, 437.03, 17.03092807
pinpoint, node, 2048, 0, 440.85, 16.96141426
pinpoint, node, 2048, 24.95, 549.04, 18.42266314
pinpoint, node, 2048, 0, 486.21, 17.08826218
pinpoint, node, 2048, 0, 437.88, 17.05275317
pinpoint, node, 2048, 0, 459.85, 17.10751669
pinpoint, node, 4096, 4.03999999999996, 983.68, 32.77938217
pinpoint, node, 4096, 20.9699999999999, 1000.47, 33.57925456
pinpoint, node, 4096, 21.67, 1038.98, 33.09703565
pinpoint, node, 4096, 21.77, 1048.99, 33.95889533
pinpoint, node, 4096, 1.03999999999996, 999.31, 32.99629685
pinpoint, node, 4096, 0, 944.64, 32.73093976
pinpoint, node, 4096, 0, 935.15, 32.63218306
pinpoint, node, 4096, 36.5999999999999, 1127.45, 33.49818276
pinpoint, node, 4096, 13.3599999999999, 977, 33.60944599
pinpoint, node, 4096, 0, 960.63, 32.86485143
