Tool,VM,size,GPU,PKG,seconds
pinpoint, node, 1024, 0, 20.45, 2.89300831
pinpoint, node, 1024, 0, 31.34, 2.87017665
pinpoint, node, 1024, 0, 31.69, 2.81789493
pinpoint, node, 1024, 0, 36.79, 2.87792393
pinpoint, node, 1024, 0.969999999999999, 65.18, 2.95946900
pinpoint, node, 1024, 0.349999999999994, 76.62, 2.92061768
pinpoint, node, 1024, 4.53, 73.76, 2.95995956
pinpoint, node, 1024, 2.98999999999999, 82.53, 2.97494561
pinpoint, node, 1024, 5.3, 90.22, 3.00955564
pinpoint, node, 1024, 2.08, 79.2, 2.95171926
pinpoint, node, 1024, 4.75999999999999, 88.51, 2.99661960
pinpoint, node, 1024, 4.69, 88.73, 3.00191247
pinpoint, node, 1024, 4.59999999999999, 76.48, 2.98509944
pinpoint, node, 1024, 0.289999999999992, 73.94, 2.94934244
pinpoint, node, 1024, 0.879999999999995, 81.01, 2.95238431
pinpoint, node, 2048, 15.9, 392.75, 11.13317427
pinpoint, node, 2048, 15.72, 386.3, 11.12781312
pinpoint, node, 2048, 28.52, 337.15, 10.95377910
pinpoint, node, 2048, 0, 289.79, 10.79148312
pinpoint, node, 2048, 1.25999999999999, 311.19, 10.89340717
pinpoint, node, 2048, 11.15, 362.8, 11.05520900
pinpoint, node, 2048, 2.39000000000001, 330.48, 11.06748427
pinpoint, node, 2048, 0, 286.89, 10.94990338
pinpoint, node, 2048, 35.2, 346.02, 11.03874468
pinpoint, node, 2048, 68.58, 430.06, 11.32909837
pinpoint, node, 2048, 1.78999999999999, 305.68, 10.97857507
pinpoint, node, 2048, 0, 295.47, 10.93123037
pinpoint, node, 2048, 0.180000000000007, 292.07, 10.93863942
pinpoint, node, 2048, 0, 306.55, 10.88837990
pinpoint, node, 2048, 1.59999999999999, 327.91, 10.95934614
pinpoint, node, 4096, 12.3199999999999, 1245.7, 41.42387064
pinpoint, node, 4096, 9.68999999999994, 1207.79, 41.36808987
pinpoint, node, 4096, 2.21999999999991, 1168.69, 41.36048551
pinpoint, node, 4096, 0, 1091.49, 40.60303295
pinpoint, node, 4096, 3.75999999999999, 1137.31, 41.27639697
pinpoint, node, 4096, 5.28999999999996, 1154.8, 41.31401786
pinpoint, node, 4096, 2.01999999999998, 1235.39, 41.32645176
pinpoint, node, 4096, 1.44999999999993, 1088.76, 41.09816547
pinpoint, node, 4096, 0, 1147.32, 40.92371938
pinpoint, node, 4096, 5.87, 1138.39, 41.49922769
pinpoint, node, 4096, 10.0899999999999, 1163.38, 41.42494358
pinpoint, node, 4096, 0, 1154.47, 40.92995898
pinpoint, node, 4096, 4.19999999999993, 1104.1, 41.22480105
pinpoint, node, 4096, 5.6099999999999, 1150.14, 41.31214453
pinpoint, node, 4096, 0, 1130.46, 40.83363077
pinpoint, bun, 1024, 14.39, 66.66, 2.39430485
pinpoint, bun, 1024, 0, 47.89, 1.65163477
pinpoint, bun, 1024, 0, 49.88, 1.62809471
pinpoint, bun, 1024, 0, 46.19, 1.55670415
pinpoint, bun, 1024, 0, 49.86, 1.56841508
pinpoint, bun, 1024, 0, 56.43, 1.65287252
pinpoint, bun, 1024, 0, 53.77, 1.63117807
pinpoint, bun, 1024, 0, 50.19, 1.57592558
pinpoint, bun, 1024, 0, 56.81, 1.61042852
pinpoint, bun, 1024, 0, 52.36, 1.56622887
pinpoint, bun, 1024, 0, 52.95, 1.60885538
pinpoint, bun, 1024, 0, 48.02, 1.56631701
pinpoint, bun, 1024, 1.18, 57.42, 1.72039146
pinpoint, bun, 1024, 0, 48.27, 1.59212559
pinpoint, bun, 1024, 0, 52.67, 1.64184267
pinpoint, bun, 2048, 1.76000000000001, 202.49, 6.27254298
pinpoint, bun, 2048, 5.71999999999998, 225.78, 6.49514535
pinpoint, bun, 2048, 3.58, 235.42, 6.35789962
pinpoint, bun, 2048, 3.98999999999999, 272.15, 6.38450309
pinpoint, bun, 2048, 1.86999999999999, 267.98, 6.30694030
pinpoint, bun, 2048, 3.52999999999999, 280.32, 6.37252768
pinpoint, bun, 2048, 0, 270.08, 5.99022704
pinpoint, bun, 2048, 0, 274.69, 6.10546527
pinpoint, bun, 2048, 0, 274.52, 6.06916248
pinpoint, bun, 2048, 4.36999999999999, 277.37, 6.38571596
pinpoint, bun, 2048, 0, 274.38, 6.09483650
pinpoint, bun, 2048, 2.7, 291.92, 6.35669238
pinpoint, bun, 2048, 2.3, 291.11, 6.32269273
pinpoint, bun, 2048, 0, 272.5, 6.11377857
pinpoint, bun, 2048, 0, 261.49, 6.02763590
pinpoint, bun, 4096, 0, 492.04, 23.90027693
pinpoint, bun, 4096, 0, 658.26, 25.23596864
pinpoint, bun, 4096, 0, 586.11, 24.04342383
pinpoint, bun, 4096, 6.82000000000005, 727.89, 25.79071566
pinpoint, bun, 4096, 0, 585.46, 24.10390720
pinpoint, bun, 4096, 0, 591.43, 24.25728972
pinpoint, bun, 4096, 10.52, 715.92, 25.83886869
pinpoint, bun, 4096, 0, 616.3, 24.42977315
pinpoint, bun, 4096, 0, 603.69, 24.40664243
pinpoint, bun, 4096, 10.16, 724.99, 25.76117767
pinpoint, bun, 4096, 0, 640.29, 24.61863900
pinpoint, bun, 4096, 0, 599.15, 24.19257775
pinpoint, bun, 4096, 10.25, 686.48, 25.90758218
pinpoint, bun, 4096, 0, 608.6, 24.44377393
pinpoint, bun, 4096, 7.94000000000005, 730.32, 25.93539385
pinpoint, deno, 1024, 4.16, 62.85, 2.08466673
pinpoint, deno, 1024, 2.39, 50.12, 2.02019470
pinpoint, deno, 1024, 0.18, 41.96, 1.99892644
pinpoint, deno, 1024, 0, 40.12, 1.93320994
pinpoint, deno, 1024, 1.19, 41.34, 1.99864555
pinpoint, deno, 1024, 2.12, 46.44, 2.01298428
pinpoint, deno, 1024, 0.00999999999999801, 43.55, 1.96268276
pinpoint, deno, 1024, 0.909999999999997, 44.35, 2.04162707
pinpoint, deno, 1024, 0.189999999999998, 40.59, 1.97117649
pinpoint, deno, 1024, 0.229999999999997, 42.55, 1.98343904
pinpoint, deno, 1024, 0, 42.83, 1.98560530
pinpoint, deno, 1024, 0, 38.69, 1.93319908
pinpoint, deno, 1024, 0.269999999999996, 38.1, 1.98400883
pinpoint, deno, 1024, 0, 38.73, 1.94350074
pinpoint, deno, 1024, 1.03, 43.01, 2.04473011
pinpoint, deno, 2048, 0, 156.72, 8.20636877
pinpoint, deno, 2048, 0, 169.76, 8.24638945
pinpoint, deno, 2048, 0, 157.88, 8.20091802
pinpoint, deno, 2048, 0, 164.55, 8.31058704
pinpoint, deno, 2048, 0, 162.1, 8.31223847
pinpoint, deno, 2048, 0, 167.35, 8.31338679
pinpoint, deno, 2048, 7.01999999999998, 244.89, 8.44057283
pinpoint, deno, 2048, 4.69, 237.67, 8.35013662
pinpoint, deno, 2048, 1.87, 215.4, 8.27844742
pinpoint, deno, 2048, 0.789999999999992, 215.97, 8.26755002
pinpoint, deno, 2048, 3.75, 192.26, 8.41429868
pinpoint, deno, 2048, 1.75999999999999, 170.65, 8.34670744
pinpoint, deno, 2048, 1.14999999999998, 168.16, 8.31268675
pinpoint, deno, 2048, 1.23999999999998, 177.23, 8.36881448
pinpoint, deno, 2048, 0, 182.09, 8.26096204
pinpoint, deno, 4096, 14.85, 746.44, 33.01017919
pinpoint, deno, 4096, 5.92999999999995, 646.66, 32.38377067
pinpoint, deno, 4096, 4.59000000000003, 657.37, 32.38144725
pinpoint, deno, 4096, 11.34, 707.22, 32.75377931
pinpoint, deno, 4096, 6.20999999999992, 707.87, 32.82407337
pinpoint, deno, 4096, 0, 665.42, 32.38329339
pinpoint, deno, 4096, 21.98, 845.58, 32.72861379
pinpoint, deno, 4096, 2.67999999999995, 674.77, 32.61160949
pinpoint, deno, 4096, 2.23000000000002, 660.01, 32.59801490
pinpoint, deno, 4096, 0, 642.36, 32.30146088
pinpoint, deno, 4096, 3.02999999999997, 662.74, 32.80457433
pinpoint, deno, 4096, 0, 615.49, 32.51464182
pinpoint, deno, 4096, 0.509999999999991, 630.4, 32.54484953
pinpoint, deno, 4096, 6.81999999999994, 654.03, 32.71293071
pinpoint, deno, 4096, 0, 666.58, 32.00599338
