Platform,size,GPU,PKG,seconds
lion-kt-hiff, 512, 164.02, 396.61, 6.20210445
lion-kt-hiff, 512, 127.65, 327.77, 6.14567427
lion-kt-hiff, 512, 128.28, 323.82, 6.15862827
lion-kt-hiff, 512, 124.67, 317.92, 5.97652268
lion-kt-hiff, 512, 126.75, 325.34, 6.09387736
lion-kt-hiff, 512, 122.61, 314.38, 5.88204821
lion-kt-hiff, 512, 125.57, 316.59, 5.99955015
lion-kt-hiff, 512, 125.65, 320.17, 6.03116527
lion-kt-hiff, 512, 125.51, 306.71, 6.02582779
lion-kt-hiff, 512, 126.62, 324.99, 6.09860291
lion-kt-hiff, 512, 127.18, 319.77, 6.06947150
lion-kt-hiff, 512, 127.79, 318.15, 6.10302887
lion-kt-hiff, 512, 128.20, 315.18, 6.09745299
lion-kt-hiff, 512, 128.00, 311.73, 6.10445896
lion-kt-hiff, 512, 123.53, 315.69, 5.87731865
lion-kt-hiff, 1024, 273.27, 657.29, 13.06383763
lion-kt-hiff, 1024, 273.71, 674.94, 13.10146986
lion-kt-hiff, 1024, 315.83, 743.61, 15.12175388
lion-kt-hiff, 1024, 279.38, 660.61, 13.34203758
lion-kt-hiff, 1024, 282.07, 676.75, 13.50574045
lion-kt-hiff, 1024, 273.31, 662.63, 13.03626380
lion-kt-hiff, 1024, 284.27, 686.23, 13.53644366
lion-kt-hiff, 1024, 269.05, 694.20, 13.12299231
lion-kt-hiff, 1024, 177.68, 657.43, 12.75410414
lion-kt-hiff, 1024, 184.96, 697.87, 13.26754747
lion-kt-hiff, 1024, 184.04, 667.53, 13.28809538
lion-kt-hiff, 1024, 188.01, 696.05, 13.56330685
lion-kt-hiff, 1024, 181.33, 670.27, 13.09079478
lion-kt-hiff, 1024, 182.67, 677.62, 13.27780581
lion-kt-hiff, 1024, 179.56, 657.80, 12.99361691
lion-kt-hiff, 2048, 394.98, 1431.92, 28.74993514
lion-kt-hiff, 2048, 400.67, 1430.68, 29.23199467
lion-kt-hiff, 2048, 394.67, 1442.81, 28.56660894
lion-kt-hiff, 2048, 399.94, 1424.24, 28.82907783
lion-kt-hiff, 2048, 393.00, 1397.02, 28.45430930
lion-kt-hiff, 2048, 411.28, 1442.06, 29.53304588
lion-kt-hiff, 2048, 404.65, 1429.57, 29.00377816
lion-kt-hiff, 2048, 396.59, 1469.17, 28.51211681
lion-kt-hiff, 2048, 398.62, 1424.62, 28.51344860
lion-kt-hiff, 2048, 417.32, 1485.78, 30.00236227
lion-kt-hiff, 2048, 396.52, 1443.05, 28.56498219
lion-kt-hiff, 2048, 395.14, 1398.84, 28.43361091
lion-kt-hiff, 2048, 397.78, 1402.89, 28.68564869
lion-kt-hiff, 2048, 391.57, 1403.00, 28.39041881
lion-kt-hiff, 2048, 420.34, 1543.61, 30.36012763
