Tool,VM,size,GPU,PKG,seconds
pinpoint, bun, 512, 67.38, 203.91, 3.24006326
pinpoint, bun, 512, 66.02, 211.28, 3.16271071
pinpoint, bun, 512, 65.42, 208.75, 3.18499667
pinpoint, bun, 512, 66.54, 207.46, 3.24014867
pinpoint, bun, 512, 69.12, 216.27, 3.25387075
pinpoint, bun, 512, 67.13, 218.70, 3.16982319
pinpoint, bun, 512, 66.04, 212.40, 3.16000535
pinpoint, bun, 512, 67.10, 212.62, 3.24539189
pinpoint, bun, 512, 65.84, 210.49, 3.17604457
pinpoint, bun, 512, 67.63, 211.26, 3.22060451
pinpoint, bun, 512, 65.73, 200.38, 3.16343027
pinpoint, bun, 512, 66.13, 207.80, 3.18066795
pinpoint, bun, 512, 67.95, 211.65, 3.26281645
pinpoint, bun, 512, 67.17, 211.65, 3.23932357
pinpoint, bun, 512, 67.78, 215.36, 3.27844400
pinpoint, bun, 1024, 84.65, 270.98, 4.05749041
pinpoint, bun, 1024, 88.96, 286.64, 4.16191375
pinpoint, bun, 1024, 91.16, 275.52, 4.21422606
pinpoint, bun, 1024, 87.20, 264.35, 4.19145322
pinpoint, bun, 1024, 85.38, 249.15, 4.08927886
pinpoint, bun, 1024, 87.07, 274.07, 4.15995788
pinpoint, bun, 1024, 88.04, 271.72, 4.17398805
pinpoint, bun, 1024, 91.54, 291.61, 4.14720322
pinpoint, bun, 1024, 91.86, 287.19, 4.20979760
pinpoint, bun, 1024, 95.91, 302.94, 4.21525433
pinpoint, bun, 1024, 87.31, 268.38, 4.24254321
pinpoint, bun, 1024, 85.97, 271.65, 4.12483826
pinpoint, bun, 1024, 88.17, 274.15, 4.25343333
pinpoint, bun, 1024, 97.77, 274.11, 4.15448001
pinpoint, bun, 1024, 108.57, 282.54, 4.18073256
pinpoint, bun, 2048, 127.04, 403.97, 6.06139480
pinpoint, bun, 2048, 123.31, 391.58, 5.91468859
pinpoint, bun, 2048, 124.54, 378.06, 5.96784626
pinpoint, bun, 2048, 124.50, 392.90, 5.98454441
pinpoint, bun, 2048, 128.62, 401.23, 6.16744536
pinpoint, bun, 2048, 125.88, 391.87, 6.05746123
pinpoint, bun, 2048, 131.86, 411.42, 6.31669423
pinpoint, bun, 2048, 123.53, 385.94, 5.94656286
pinpoint, bun, 2048, 124.79, 385.53, 5.99605639
pinpoint, bun, 2048, 130.35, 407.13, 6.23036936
pinpoint, bun, 2048, 151.58, 404.21, 6.05722857
pinpoint, bun, 2048, 126.22, 408.77, 6.00362762
pinpoint, bun, 2048, 123.60, 384.92, 5.87837208
pinpoint, bun, 2048, 127.90, 388.65, 6.07402612
pinpoint, bun, 2048, 131.70, 396.30, 6.26307285
