Platform,size,GPU,PKG,seconds
lion-kt-gen, 512, 7.22, 19.59, 0.30431662
lion-kt-gen, 512, 7.18, 20.05, 0.30490426
lion-kt-gen, 512, 7.11, 20.03, 0.30943694
lion-kt-gen, 512, 7.28, 20.92, 0.30425842
lion-kt-gen, 512, 7.32, 20.26, 0.30459198
lion-kt-gen, 512, 7.22, 20.01, 0.31481554
lion-kt-gen, 512, 7.15, 19.78, 0.31453487
lion-kt-gen, 512, 7.09, 19.84, 0.30390564
lion-kt-gen, 512, 7.08, 19.77, 0.30443518
lion-kt-gen, 512, 7.15, 19.88, 0.31295301
lion-kt-gen, 512, 7.09, 21.79, 0.30379355
lion-kt-gen, 512, 7.08, 19.91, 0.30507472
lion-kt-gen, 512, 7.11, 19.98, 0.30677012
lion-kt-gen, 512, 7.09, 20.07, 0.31703891
lion-kt-gen, 512, 7.09, 19.94, 0.30823736
lion-kt-gen, 1024, 11.14, 32.58, 0.51667212
lion-kt-gen, 1024, 11.09, 31.41, 0.50997205
lion-kt-gen, 1024, 11.17, 32.64, 0.50929472
lion-kt-gen, 1024, 11.17, 32.76, 0.50479211
lion-kt-gen, 1024, 11.12, 32.62, 0.50934842
lion-kt-gen, 1024, 10.26, 31.19, 0.49615463
lion-kt-gen, 1024, 11.04, 29.96, 0.49310164
lion-kt-gen, 1024, 11.74, 33.12, 0.51144180
lion-kt-gen, 1024, 11.75, 32.79, 0.51073853
lion-kt-gen, 1024, 11.47, 33.47, 0.51638644
lion-kt-gen, 1024, 17.18, 34.72, 0.51490353
lion-kt-gen, 1024, 20.63, 33.48, 0.51552861
lion-kt-gen, 1024, 20.07, 32.86, 0.51648124
lion-kt-gen, 1024, 17.36, 32.06, 0.51032267
lion-kt-gen, 1024, 11.36, 31.50, 0.49769773
lion-kt-gen, 2048, 21.22, 58.32, 0.91918403
lion-kt-gen, 2048, 19.44, 56.73, 0.91545221
lion-kt-gen, 2048, 20.27, 54.99, 0.91203700
lion-kt-gen, 2048, 19.69, 51.32, 0.91077420
lion-kt-gen, 2048, 20.31, 57.47, 0.90826142
lion-kt-gen, 2048, 19.79, 55.31, 0.90464993
lion-kt-gen, 2048, 19.22, 54.42, 0.91486955
lion-kt-gen, 2048, 19.22, 52.43, 0.91762635
lion-kt-gen, 2048, 19.27, 53.42, 0.91494554
lion-kt-gen, 2048, 19.22, 52.70, 0.91313010
lion-kt-gen, 2048, 18.19, 53.74, 0.90106674
lion-kt-gen, 2048, 19.20, 54.70, 0.93198303
lion-kt-gen, 2048, 19.27, 53.83, 0.91143706
lion-kt-gen, 2048, 18.35, 50.42, 0.89991849
lion-kt-gen, 2048, 19.30, 54.46, 0.90351581
