Platform,size,GPU,PKG,seconds
lion-kt-ops, 512, 9.08, 25.65, 0.41182909
lion-kt-ops, 512, 9.17, 26.46, 0.40816957
lion-kt-ops, 512, 19.46, 57.57, 0.94483428
lion-kt-ops, 512, 9.11, 25.38, 0.40690014
lion-kt-ops, 512, 9.01, 26.49, 0.40983756
lion-kt-ops, 512, 7.93, 24.07, 0.40008464
lion-kt-ops, 512, 9.01, 26.35, 0.44501127
lion-kt-ops, 512, 9.11, 26.49, 0.44454352
lion-kt-ops, 512, 8.06, 22.88, 0.39538470
lion-kt-ops, 512, 9.11, 27.01, 0.42276101
lion-kt-ops, 512, 9.15, 26.50, 0.45048283
lion-kt-ops, 512, 9.17, 25.51, 0.40184634
lion-kt-ops, 512, 9.11, 26.10, 0.42781991
lion-kt-ops, 512, 21.30, 61.97, 1.01124621
lion-kt-ops, 512, 9.12, 26.96, 0.43413775
lion-kt-ops, 1024, 13.06, 37.34, 0.64406064
lion-kt-ops, 1024, 15.11, 45.07, 0.73316470
lion-kt-ops, 1024, 15.39, 44.59, 0.72017372
lion-kt-ops, 1024, 16.14, 46.90, 0.72419360
lion-kt-ops, 1024, 14.78, 42.85, 0.69040324
lion-kt-ops, 1024, 41.72, 112.18, 1.67466634
lion-kt-ops, 1024, 17.41, 50.65, 0.74697742
lion-kt-ops, 1024, 17.13, 47.68, 0.72712645
lion-kt-ops, 1024, 39.86, 112.88, 1.71065920
lion-kt-ops, 1024, 37.29, 107.75, 1.63378387
lion-kt-ops, 1024, 17.05, 54.13, 0.74427026
lion-kt-ops, 1024, 15.72, 47.13, 0.66199822
lion-kt-ops, 1024, 16.14, 50.03, 0.72772647
lion-kt-ops, 1024, 16.16, 49.38, 0.70788921
lion-kt-ops, 1024, 15.24, 44.92, 0.72102201
lion-kt-ops, 2048, 24.36, 69.34, 1.19342137
lion-kt-ops, 2048, 25.26, 77.53, 1.20427136
lion-kt-ops, 2048, 25.17, 76.13, 1.23222423
lion-kt-ops, 2048, 24.13, 70.82, 1.18421751
lion-kt-ops, 2048, 24.30, 71.59, 1.18569900
lion-kt-ops, 2048, 24.28, 69.13, 1.12303463
lion-kt-ops, 2048, 25.41, 74.01, 1.21624687
lion-kt-ops, 2048, 25.20, 75.01, 1.21433972
lion-kt-ops, 2048, 26.21, 78.76, 1.25497797
lion-kt-ops, 2048, 27.27, 78.77, 1.25494299
lion-kt-ops, 2048, 24.06, 71.20, 1.18609794
lion-kt-ops, 2048, 24.08, 73.97, 1.17690405
lion-kt-ops, 2048, 28.43, 71.61, 1.11700182
lion-kt-ops, 2048, 48.40, 88.38, 1.28653076
lion-kt-ops, 2048, 31.60, 80.10, 1.23022371
