Tool,VM,size,GPU,PKG,seconds
pinpoint, node, 1024, 4, 202.83, 11.20333418
pinpoint, node, 1024, 5.06999999999999, 205.57, 11.31650242
pinpoint, node, 1024, 0, 90.41, 10.96629030
pinpoint, node, 1024, 24.67, 148.83, 11.35214432
pinpoint, node, 1024, 37.97, 207.75, 11.10193605
pinpoint, node, 1024, 21.18, 138.47, 11.05489804
pinpoint, node, 1024, 0, 117.58, 10.99781110
pinpoint, node, 1024, 23.26, 140.88, 11.03565622
pinpoint, node, 1024, 12.48, 205.52, 11.19364688
pinpoint, node, 1024, 0, 196.09, 10.98548195
pinpoint, node, 1024, 3.11999999999998, 181.52, 11.35342583
pinpoint, node, 1024, 0, 154.72, 11.14640306
pinpoint, node, 1024, 0.949999999999989, 181.26, 11.10125082
pinpoint, node, 1024, 0, 165.85, 11.04321318
pinpoint, node, 1024, 0, 173.78, 11.13988330
pinpoint, node, 2048, 20.94, 556.59, 17.89813110
pinpoint, node, 2048, 25.69, 547.89, 18.08860349
pinpoint, node, 2048, 7.31999999999999, 514.13, 17.80462919
pinpoint, node, 2048, 10.46, 547.65, 17.58642201
pinpoint, node, 2048, 6.31, 501.19, 17.67534278
pinpoint, node, 2048, 24.94, 566.02, 18.08727548
pinpoint, node, 2048, 65.23, 536.03, 17.95455624
pinpoint, node, 2048, 29.77, 459.27, 17.63800916
pinpoint, node, 2048, 41.89, 467.2, 17.66330873
pinpoint, node, 2048, 6.10000000000002, 397.75, 17.68685799
pinpoint, node, 2048, 0, 347.85, 17.48829671
pinpoint, node, 2048, 0, 333.89, 17.61551625
pinpoint, node, 2048, 0, 345.52, 17.67601014
pinpoint, node, 2048, 0, 388.57, 17.59151956
pinpoint, node, 2048, 0, 394.15, 17.77749486
pinpoint, node, 4096, 0, 1079.43, 32.06123215
pinpoint, node, 4096, 7.56999999999994, 1154.39, 32.89538947
pinpoint, node, 4096, 0.960000000000036, 1148.45, 32.88900708
