Tool,VM,size,GPU,PKG,seconds
pinpoint, bun, 2048, 0.689999999999998, 205.94, 6.80803418
pinpoint, bun, 2048, 2.53999999999999, 204.77, 6.84947978
pinpoint, bun, 2048, 3.50999999999999, 217.59, 6.91799640
pinpoint, bun, 2048, 0.639999999999986, 204.89, 6.73294250
pinpoint, bun, 2048, 0, 202.84, 6.78739951
pinpoint, bun, 2048, 0, 196.56, 6.64463249
pinpoint, bun, 2048, 0, 199.2, 6.75354418
pinpoint, bun, 2048, 0, 193.32, 6.78754114
pinpoint, bun, 4096, 0.870000000000005, 322.3, 11.79569926
pinpoint, bun, 4096, 0, 333.82, 11.76117235
pinpoint, bun, 4096, 1.90000000000001, 338.58, 11.98197109
pinpoint, bun, 4096, 0, 330.76, 11.65929603
pinpoint, bun, 4096, 0.0100000000000193, 331.11, 11.78133907
pinpoint, bun, 4096, 7.61000000000001, 393.01, 11.83469908
pinpoint, bun, 4096, 0, 325.06, 11.69975631
pinpoint, bun, 4096, 0, 305.19, 11.52616354
pinpoint, bun, 4096, 0, 320.29, 11.66226059
pinpoint, bun, 4096, 73.2, 395.37, 12.21190701
pinpoint, bun, 4096, 9.22, 362.05, 11.84762138
pinpoint, bun, 4096, 46.7, 398.68, 11.83503041
pinpoint, bun, 4096, 0, 306.15, 11.72417479
pinpoint, bun, 4096, 31.04, 424.09, 11.91360097
pinpoint, bun, 4096, 1.76000000000002, 327.96, 11.83257919
pinpoint, deno, 1024, 0, 261.25, 11.97732914
pinpoint, deno, 1024, 52.18, 348.13, 12.73373343
pinpoint, deno, 1024, 0, 283.26, 12.25983464
pinpoint, deno, 1024, 0, 303.05, 12.67774231
pinpoint, deno, 1024, 0, 273.4, 12.21903154
pinpoint, deno, 1024, 0, 295.88, 12.38130948
pinpoint, deno, 1024, 0, 286.49, 12.16895623
pinpoint, deno, 1024, 0, 267.56, 12.21168110
pinpoint, deno, 1024, 0, 330.09, 12.43902769
pinpoint, deno, 1024, 0, 300.29, 12.17995964
pinpoint, deno, 1024, 0, 308.9, 12.11086063
pinpoint, deno, 1024, 0, 309.54, 12.29424101
pinpoint, deno, 1024, 0, 336.35, 12.19359937
pinpoint, deno, 1024, 0, 314.32, 12.13308100
pinpoint, deno, 1024, 0, 327.94, 12.39413075
pinpoint, deno, 2048, 0, 227.28, 10.00292349
pinpoint, deno, 2048, 2.30000000000001, 277.39, 10.99365897
pinpoint, deno, 2048, 0, 205, 10.04241836
pinpoint, deno, 2048, 0, 222.23, 9.81549922
pinpoint, deno, 2048, 15.05, 321.52, 11.21265972
pinpoint, deno, 2048, 0, 260.06, 10.05285515
pinpoint, deno, 2048, 0, 234.63, 9.96325166
pinpoint, deno, 2048, 0, 278.59, 10.36899375
pinpoint, deno, 2048, 7.29000000000002, 312.44, 10.81963089
pinpoint, deno, 2048, 0, 275.76, 10.45022740
pinpoint, deno, 2048, 8.40000000000001, 283.43, 10.89299216
pinpoint, deno, 2048, 0, 232.55, 9.87837658
pinpoint, deno, 2048, 7.82000000000002, 310.07, 10.72610550
pinpoint, deno, 2048, 19.32, 315.58, 11.35311773
pinpoint, deno, 2048, 26.63, 385.02, 11.68571546
pinpoint, deno, 4096, 0, 232.86, 9.73433802
pinpoint, deno, 4096, 0, 254.52, 9.69099836
pinpoint, deno, 4096, 9.36000000000001, 258.17, 10.26659883
pinpoint, deno, 4096, 2.18000000000001, 231.39, 10.00744289
pinpoint, deno, 4096, 0, 239.66, 9.56029395
pinpoint, deno, 4096, 13.16, 302.47, 10.46003105
pinpoint, deno, 4096, 1.81, 280.22, 9.93561682
pinpoint, deno, 4096, 6.49000000000001, 296.2, 10.19156039
pinpoint, deno, 4096, 0, 258.09, 9.79380962
pinpoint, deno, 4096, 0, 240.61, 9.24405347
pinpoint, deno, 4096, 4.14000000000001, 268.65, 10.09755291
pinpoint, deno, 4096, 19.19, 312.82, 10.72685959
pinpoint, deno, 4096, 0, 206.23, 9.05141537
pinpoint, deno, 4096, 0, 257.93, 9.79201680
pinpoint, deno, 4096, 0, 265.28, 9.83513976
