Platform,size,GPU,PKG,seconds
lion-zig-hiff-release-fast-fba, 512, 3.21, 6.14, 0.10468309
lion-zig-hiff-release-fast-fba, 512, 3.12, 6.55, 0.10671216
lion-zig-hiff-release-fast-fba, 512, 3.13, 6.46, 0.10570799
lion-zig-hiff-release-fast-fba, 512, 3.05, 6.38, 0.10609542
lion-zig-hiff-release-fast-fba, 512, 3.19, 6.89, 0.10820124
lion-zig-hiff-release-fast-fba, 512, 3.22, 6.44, 0.10772815
lion-zig-hiff-release-fast-fba, 512, 3.23, 7.28, 0.10563483
lion-zig-hiff-release-fast-fba, 512, 3.14, 6.76, 0.10563837
lion-zig-hiff-release-fast-fba, 512, 3.22, 6.30, 0.10903476
lion-zig-hiff-release-fast-fba, 512, 3.08, 6.34, 0.10504538
lion-zig-hiff-release-fast-fba, 512, 3.19, 6.11, 0.10855038
lion-zig-hiff-release-fast-fba, 512, 3.14, 5.86, 0.10344855
lion-zig-hiff-release-fast-fba, 512, 3.22, 5.79, 0.10215355
lion-zig-hiff-release-fast-fba, 512, 3.18, 7.76, 0.10524922
lion-zig-hiff-release-fast-fba, 512, 3.04, 6.43, 0.10862733
lion-zig-hiff-release-fast-fba, 1024, 3.18, 6.53, 0.10661460
lion-zig-hiff-release-fast-fba, 1024, 3.04, 6.58, 0.10439892
lion-zig-hiff-release-fast-fba, 1024, 3.03, 6.32, 0.10847062
lion-zig-hiff-release-fast-fba, 1024, 3.09, 7.63, 0.11132873
lion-zig-hiff-release-fast-fba, 1024, 3.08, 6.62, 0.10591392
lion-zig-hiff-release-fast-fba, 1024, 3.11, 6.53, 0.10886511
lion-zig-hiff-release-fast-fba, 1024, 3.13, 6.62, 0.10415976
lion-zig-hiff-release-fast-fba, 1024, 3.13, 6.28, 0.10324837
lion-zig-hiff-release-fast-fba, 1024, 3.17, 5.70, 0.10457522
lion-zig-hiff-release-fast-fba, 1024, 3.22, 6.23, 0.10606528
lion-zig-hiff-release-fast-fba, 1024, 3.10, 6.11, 0.10830877
lion-zig-hiff-release-fast-fba, 1024, 3.18, 6.00, 0.10653760
lion-zig-hiff-release-fast-fba, 1024, 3.15, 5.92, 0.10833202
lion-zig-hiff-release-fast-fba, 1024, 3.13, 5.89, 0.10766000
lion-zig-hiff-release-fast-fba, 1024, 3.21, 5.61, 0.10339841
lion-zig-hiff-release-fast-fba, 2048, 3.12, 6.37, 0.10738823
lion-zig-hiff-release-fast-fba, 2048, 3.22, 5.97, 0.10521066
lion-zig-hiff-release-fast-fba, 2048, 3.14, 5.92, 0.10572592
lion-zig-hiff-release-fast-fba, 2048, 3.20, 5.84, 0.10546575
lion-zig-hiff-release-fast-fba, 2048, 3.18, 5.66, 0.10860256
lion-zig-hiff-release-fast-fba, 2048, 3.02, 5.61, 0.10523334
lion-zig-hiff-release-fast-fba, 2048, 3.13, 5.73, 0.10302217
lion-zig-hiff-release-fast-fba, 2048, 3.08, 5.66, 0.10537162
lion-zig-hiff-release-fast-fba, 2048, 3.06, 5.90, 0.10279025
lion-zig-hiff-release-fast-fba, 2048, 3.09, 5.72, 0.10243915
lion-zig-hiff-release-fast-fba, 2048, 3.19, 6.65, 0.10682525
lion-zig-hiff-release-fast-fba, 2048, 3.22, 6.49, 0.10550668
lion-zig-hiff-release-fast-fba, 2048, 3.03, 6.10, 0.10915995
lion-zig-hiff-release-fast-fba, 2048, 3.18, 5.70, 0.10329140
lion-zig-hiff-release-fast-fba, 2048, 3.12, 5.67, 0.10558584
