Tool,VM,size,GPU,PKG,seconds
pinpoint, bun, 512, 226.05, 609.64, 10.89152514
pinpoint, bun, 512, 231.62, 714.96, 11.03452291
pinpoint, bun, 512, 230.93, 622.22, 11.02270206
pinpoint, bun, 512, 220.33, 601.34, 10.59318237
pinpoint, bun, 512, 230.31, 673.43, 11.03687415
pinpoint, bun, 512, 224.03, 656.84, 10.83163264
pinpoint, bun, 512, 231.76, 609.04, 11.15846848
pinpoint, bun, 512, 225.31, 619.45, 10.96655128
pinpoint, bun, 512, 222.06, 603.49, 10.68407509
pinpoint, bun, 512, 223.44, 593.44, 10.76890543
pinpoint, bun, 512, 227.91, 730.63, 10.89473910
pinpoint, bun, 512, 229.16, 660.88, 11.07187446
pinpoint, bun, 512, 223.71, 617.96, 10.74786875
pinpoint, bun, 512, 228.34, 618.15, 10.98746116
pinpoint, bun, 512, 224.50, 617.17, 10.80547543
pinpoint, bun, 1024, 439.67, 1251.15, 21.18563089
pinpoint, bun, 1024, 485.83, 1243.30, 22.01570476
pinpoint, bun, 1024, 442.85, 1188.36, 21.36818449
pinpoint, bun, 1024, 441.38, 1166.27, 21.30087620
pinpoint, bun, 1024, 456.79, 1318.70, 21.65418731
pinpoint, bun, 1024, 445.61, 1222.53, 21.48434892
pinpoint, bun, 1024, 478.54, 1212.26, 21.46150022
pinpoint, bun, 1024, 459.19, 1273.52, 21.73329424
pinpoint, bun, 1024, 458.84, 1260.29, 21.71890634
pinpoint, bun, 1024, 450.72, 1286.80, 21.47678520
pinpoint, bun, 1024, 465.07, 1291.42, 21.99906340
pinpoint, bun, 1024, 467.67, 1242.13, 22.28271995
pinpoint, bun, 1024, 468.71, 1310.64, 22.13891955
pinpoint, bun, 1024, 460.01, 1253.17, 21.74224719
pinpoint, bun, 1024, 477.17, 1439.81, 22.17963776
pinpoint, bun, 2048, 949.87, 2631.45, 44.90913370
pinpoint, bun, 2048, 935.43, 2674.33, 44.89714909
pinpoint, bun, 2048, 959.49, 2507.79, 44.62994458
pinpoint, bun, 2048, 974.97, 2483.68, 45.46286213
pinpoint, bun, 2048, 919.92, 2423.46, 44.59803062
pinpoint, bun, 2048, 975.86, 2652.74, 45.06321227
pinpoint, bun, 2048, 981.00, 2601.00, 45.42073868
pinpoint, bun, 2048, 934.69, 2521.60, 43.91146076
pinpoint, bun, 2048, 966.68, 2592.06, 45.28939483
pinpoint, bun, 2048, 969.86, 2445.33, 45.18158744
pinpoint, bun, 2048, 960.91, 2581.99, 44.97758902
pinpoint, bun, 2048, 1006.64, 2745.34, 44.86658212
pinpoint, bun, 2048, 1053.04, 2722.62, 45.03846454
pinpoint, bun, 2048, 998.39, 2881.07, 45.28479689
pinpoint, bun, 2048, 974.50, 2528.85, 44.89539042
