Platform,size,GPU,PKG,seconds
evostar-zig-bool-ops-nx-noalloc, 512, 6.02, 12.64, 0.21190354
evostar-zig-bool-ops-nx-noalloc, 512, 6.00, 12.13, 0.21413835
evostar-zig-bool-ops-nx-noalloc, 512, 6.07, 12.50, 0.21183450
evostar-zig-bool-ops-nx-noalloc, 512, 5.85, 12.33, 0.21038450
evostar-zig-bool-ops-nx-noalloc, 512, 6.15, 12.73, 0.21337656
evostar-zig-bool-ops-nx-noalloc, 512, 6.18, 12.09, 0.21349455
evostar-zig-bool-ops-nx-noalloc, 512, 6.23, 12.09, 0.21059105
evostar-zig-bool-ops-nx-noalloc, 512, 6.11, 12.07, 0.21101484
evostar-zig-bool-ops-nx-noalloc, 512, 6.21, 12.55, 0.21035577
evostar-zig-bool-ops-nx-noalloc, 512, 6.22, 12.41, 0.21148637
evostar-zig-bool-ops-nx-noalloc, 512, 6.20, 12.09, 0.21322412
evostar-zig-bool-ops-nx-noalloc, 512, 6.05, 12.01, 0.21089725
evostar-zig-bool-ops-nx-noalloc, 512, 6.02, 11.96, 0.21374948
evostar-zig-bool-ops-nx-noalloc, 512, 6.01, 12.14, 0.21402433
evostar-zig-bool-ops-nx-noalloc, 512, 5.98, 12.49, 0.21343874
evostar-zig-bool-ops-nx-noalloc, 1024, 8.42, 17.85, 0.32042253
evostar-zig-bool-ops-nx-noalloc, 1024, 8.28, 17.52, 0.32251519
evostar-zig-bool-ops-nx-noalloc, 1024, 8.65, 17.29, 0.33570166
evostar-zig-bool-ops-nx-noalloc, 1024, 8.64, 18.04, 0.32150258
evostar-zig-bool-ops-nx-noalloc, 1024, 8.64, 18.46, 0.32192033
evostar-zig-bool-ops-nx-noalloc, 1024, 8.62, 19.37, 0.31834100
evostar-zig-bool-ops-nx-noalloc, 1024, 8.40, 17.07, 0.32220317
evostar-zig-bool-ops-nx-noalloc, 1024, 8.39, 17.37, 0.31898455
evostar-zig-bool-ops-nx-noalloc, 1024, 8.67, 17.57, 0.32276573
evostar-zig-bool-ops-nx-noalloc, 1024, 8.66, 17.40, 0.31950817
evostar-zig-bool-ops-nx-noalloc, 1024, 8.54, 17.49, 0.32295538
evostar-zig-bool-ops-nx-noalloc, 1024, 8.51, 17.37, 0.32252053
evostar-zig-bool-ops-nx-noalloc, 1024, 8.35, 17.41, 0.31602225
evostar-zig-bool-ops-nx-noalloc, 1024, 8.30, 17.94, 0.32856451
evostar-zig-bool-ops-nx-noalloc, 1024, 8.40, 17.95, 0.31869560
evostar-zig-bool-ops-nx-noalloc, 2048, 13.62, 27.27, 0.54063292
evostar-zig-bool-ops-nx-noalloc, 2048, 13.55, 27.96, 0.54099034
evostar-zig-bool-ops-nx-noalloc, 2048, 13.16, 27.65, 0.52870489
evostar-zig-bool-ops-nx-noalloc, 2048, 13.57, 26.81, 0.53124627
evostar-zig-bool-ops-nx-noalloc, 2048, 13.21, 27.14, 0.52830652
evostar-zig-bool-ops-nx-noalloc, 2048, 13.39, 28.07, 0.54017054
evostar-zig-bool-ops-nx-noalloc, 2048, 13.52, 27.98, 0.52743104
evostar-zig-bool-ops-nx-noalloc, 2048, 13.05, 28.46, 0.53312260
evostar-zig-bool-ops-nx-noalloc, 2048, 13.56, 28.40, 0.53913680
evostar-zig-bool-ops-nx-noalloc, 2048, 13.54, 28.70, 0.52885867
evostar-zig-bool-ops-nx-noalloc, 2048, 13.59, 28.33, 0.54065223
evostar-zig-bool-ops-nx-noalloc, 2048, 13.19, 28.03, 0.52899064
evostar-zig-bool-ops-nx-noalloc, 2048, 13.05, 27.58, 0.54121385
evostar-zig-bool-ops-nx-noalloc, 2048, 13.61, 27.70, 0.53494098
evostar-zig-bool-ops-nx-noalloc, 2048, 13.63, 28.26, 0.52900041
