Platform,size,GPU,PKG,seconds
evostar-zig-ops-nx-base, 512, 7.25, 16.14, 0.32882569
evostar-zig-ops-nx-base, 512, 7.21, 16.32, 0.32310463
evostar-zig-ops-nx-base, 512, 7.15, 16.74, 0.33419886
evostar-zig-ops-nx-base, 512, 7.30, 18.23, 0.32683797
evostar-zig-ops-nx-base, 512, 7.29, 18.69, 0.33300347
evostar-zig-ops-nx-base, 512, 7.23, 17.21, 0.33086464
evostar-zig-ops-nx-base, 512, 7.24, 15.24, 0.33067628
evostar-zig-ops-nx-base, 512, 7.26, 15.54, 0.33188536
evostar-zig-ops-nx-base, 512, 7.24, 15.77, 0.32562851
evostar-zig-ops-nx-base, 512, 7.08, 15.16, 0.32858855
evostar-zig-ops-nx-base, 512, 7.05, 15.66, 0.33164192
evostar-zig-ops-nx-base, 512, 7.00, 15.70, 0.33131879
evostar-zig-ops-nx-base, 512, 7.02, 16.52, 0.33369717
evostar-zig-ops-nx-base, 512, 7.20, 16.16, 0.32666907
evostar-zig-ops-nx-base, 512, 7.24, 16.47, 0.33319441
evostar-zig-ops-nx-base, 1024, 9.27, 20.63, 0.43958454
evostar-zig-ops-nx-base, 1024, 9.33, 20.35, 0.43940241
evostar-zig-ops-nx-base, 1024, 9.29, 19.89, 0.43488750
evostar-zig-ops-nx-base, 1024, 9.26, 20.05, 0.44210373
evostar-zig-ops-nx-base, 1024, 9.14, 20.11, 0.43912874
evostar-zig-ops-nx-base, 1024, 9.27, 19.55, 0.43786129
evostar-zig-ops-nx-base, 1024, 9.32, 20.58, 0.43960183
evostar-zig-ops-nx-base, 1024, 9.27, 21.04, 0.43053230
evostar-zig-ops-nx-base, 1024, 9.26, 21.35, 0.44269697
evostar-zig-ops-nx-base, 1024, 9.12, 25.79, 0.44209037
evostar-zig-ops-nx-base, 1024, 9.20, 21.23, 0.43911520
evostar-zig-ops-nx-base, 1024, 9.24, 20.23, 0.44030334
evostar-zig-ops-nx-base, 1024, 9.22, 20.07, 0.43981947
evostar-zig-ops-nx-base, 1024, 9.19, 19.64, 0.43641953
evostar-zig-ops-nx-base, 1024, 9.29, 19.42, 0.43595005
evostar-zig-ops-nx-base, 2048, 13.35, 29.98, 0.63697615
evostar-zig-ops-nx-base, 2048, 13.33, 29.37, 0.64979400
evostar-zig-ops-nx-base, 2048, 13.43, 28.78, 0.64991765
evostar-zig-ops-nx-base, 2048, 13.41, 28.73, 0.64606075
evostar-zig-ops-nx-base, 2048, 13.31, 29.25, 0.64770933
evostar-zig-ops-nx-base, 2048, 13.47, 29.85, 0.64697048
evostar-zig-ops-nx-base, 2048, 13.38, 29.32, 0.64624875
evostar-zig-ops-nx-base, 2048, 13.32, 29.05, 0.64833228
evostar-zig-ops-nx-base, 2048, 13.30, 29.71, 0.64121070
evostar-zig-ops-nx-base, 2048, 13.20, 29.64, 0.64647182
evostar-zig-ops-nx-base, 2048, 13.32, 29.27, 0.64813686
evostar-zig-ops-nx-base, 2048, 14.25, 31.30, 0.65331238
evostar-zig-ops-nx-base, 2048, 13.21, 29.27, 0.64803166
evostar-zig-ops-nx-base, 2048, 13.27, 28.73, 0.64761151
evostar-zig-ops-nx-base, 2048, 13.31, 29.52, 0.64828630
