Platform,size,GPU,PKG,seconds
lion-zig-hiff, 512, 141.04, 410.24, 6.83917771
lion-zig-hiff, 512, 141.62, 414.99, 6.81526365
lion-zig-hiff, 512, 174.08, 426.95, 6.86436065
lion-zig-hiff, 512, 150.57, 467.99, 7.00963010
lion-zig-hiff, 512, 148.32, 433.02, 6.96772676
lion-zig-hiff, 512, 146.15, 442.03, 6.91034933
lion-zig-hiff, 512, 144.60, 432.64, 6.82752201
lion-zig-hiff, 512, 145.68, 430.34, 6.81628439
lion-zig-hiff, 512, 145.26, 439.11, 6.87984441
lion-zig-hiff, 512, 141.51, 425.96, 6.78453343
lion-zig-hiff, 512, 141.13, 434.92, 6.74363088
lion-zig-hiff, 512, 148.71, 453.84, 6.94534787
lion-zig-hiff, 512, 149.58, 441.43, 6.92838358
lion-zig-hiff, 512, 150.89, 461.24, 6.96026957
lion-zig-hiff, 512, 145.75, 441.47, 6.92175326
lion-zig-hiff, 1024, 351.24, 952.38, 14.96503208
lion-zig-hiff, 1024, 329.47, 980.38, 15.00212195
lion-zig-hiff, 1024, 315.70, 979.28, 14.91715152
lion-zig-hiff, 1024, 313.68, 946.65, 14.97517708
lion-zig-hiff, 1024, 307.72, 906.79, 14.80740453
lion-zig-hiff, 1024, 309.99, 892.75, 14.93994541
lion-zig-hiff, 1024, 308.08, 909.92, 14.85475648
lion-zig-hiff, 1024, 309.39, 890.81, 14.88816616
lion-zig-hiff, 1024, 320.87, 927.81, 15.14788783
lion-zig-hiff, 1024, 402.59, 931.00, 14.99788368
lion-zig-hiff, 1024, 307.25, 849.26, 14.76376902
lion-zig-hiff, 1024, 310.29, 894.03, 14.99588740
lion-zig-hiff, 1024, 317.72, 948.00, 14.80852058
lion-zig-hiff, 1024, 318.87, 901.30, 14.92025695
lion-zig-hiff, 1024, 347.15, 880.14, 14.81564754
lion-zig-hiff, 2048, 739.44, 2034.44, 32.58241930
lion-zig-hiff, 2048, 710.38, 2067.26, 32.37993304
lion-zig-hiff, 2048, 672.32, 2098.22, 32.24909421
lion-zig-hiff, 2048, 667.83, 1975.70, 32.14096991
lion-zig-hiff, 2048, 667.59, 1961.56, 32.31724869
lion-zig-hiff, 2048, 672.70, 2019.57, 32.59867575
lion-zig-hiff, 2048, 683.56, 2002.69, 32.98498781
lion-zig-hiff, 2048, 671.26, 1996.23, 32.32045329
lion-zig-hiff, 2048, 673.95, 2012.61, 32.70179733
lion-zig-hiff, 2048, 672.08, 2005.52, 32.10389021
lion-zig-hiff, 2048, 670.11, 1986.77, 32.08910354
lion-zig-hiff, 2048, 672.85, 2020.85, 32.28306286
lion-zig-hiff, 2048, 674.25, 2025.24, 32.26015599
lion-zig-hiff, 2048, 666.32, 1987.84, 32.20329853
lion-zig-hiff, 2048, 675.19, 1988.27, 32.35119719
